"0","3.91"
"1","3.90"
"2","3.92"
"3","3.91"
"4","3.93"
"5","3.87"
"6","3.92"
"7","3.91"
"8","3.93"
"9","3.94"
"10","3.90"
"11","3.91"
"12","3.91"
"13","3.91"
"14","3.92"
"15","3.92"
"16","3.93"
"17","3.94"
"18","3.93"
"19","3.92"
"20","3.92"
"21","3.90"
"22","3.91"
"23","3.89"
"24","3.92"
"25","3.91"
"26","3.91"
"27","3.91"
"28","3.93"
"29","3.92"
"30","3.91"
"31","3.92"
"32","3.91"
"33","3.91"
"34","3.92"
"35","3.92"
"36","3.94"
"37","3.93"
"38","3.95"
"39","3.90"
"40","3.90"
"41","3.90"
"42","3.93"
"43","3.91"
"44","3.93"
"45","3.91"
"46","3.91"
"47","3.91"
"48","3.92"
"49","3.92"
"50","3.92"
"51","3.91"
"52","3.91"
"53","3.92"
"54","3.93"
"55","3.93"
"56","3.91"
"57","3.92"
"58","3.93"
"59","3.91"
"60","3.88"
"61","3.92"
"62","3.92"
"63","3.93"
"64","3.92"
"65","3.92"
"66","3.92"
"67","3.91"
"68","3.92"
"69","3.92"
"70","3.91"
"71","3.89"
"72","3.90"
"73","3.91"
"74","3.89"
"75","3.90"
"76","3.90"
"77","3.92"
"78","3.92"
"79","3.90"
"80","3.91"
"81","3.88"
"82","3.90"
"83","3.93"
"84","3.91"
"85","3.91"
"86","3.90"
"87","3.92"
"88","3.93"
"89","3.92"
"90","3.92"
"91","3.92"
"92","3.90"
"93","3.90"
"94","3.91"
"95","3.92"
"96","3.92"
"97","3.91"
"98","3.92"
"99","3.91"
"100","3.91"
"101","3.92"
"102","3.91"
"103","3.90"
"104","3.92"
"105","3.91"
"106","3.91"
"107","3.91"
"108","3.90"
"109","3.86"
"110","3.93"
"111","3.93"
"112","3.93"
"113","3.92"
"114","3.92"
"115","3.93"
"116","3.85"
"117","3.90"
"118","3.92"
"119","3.92"
"120","3.94"
"121","3.93"
"122","3.92"
"123","3.93"
"124","3.93"
"125","3.93"
"126","3.93"
"127","3.92"
"128","3.93"
"129","3.91"
"130","3.94"
"131","3.94"
"132","3.92"
"133","3.89"
"134","3.93"
"135","3.91"
"136","3.93"
"137","3.92"
"138","3.87"
"139","3.88"
"140","3.92"
"141","3.91"
"142","3.92"
"143","3.91"
"144","3.92"
"145","3.93"
"146","3.92"
"147","3.92"
"148","3.91"
"149","3.87"
"150","3.92"
"151","3.89"
"152","3.90"
"153","3.92"
"154","3.92"
"155","3.92"
"156","3.89"
"157","3.90"
"158","3.91"
"159","3.92"
"160","3.91"
"161","3.90"
"162","3.92"
"163","3.91"
"164","3.91"
"165","3.90"
"166","3.91"
"167","3.90"
"168","3.91"
"169","3.90"
"170","3.92"
"171","3.92"
"172","3.87"
"173","3.92"
"174","3.92"
"175","3.94"
"176","3.92"
"177","3.92"
"178","3.91"
"179","3.92"
"180","3.91"
"181","3.90"
"182","3.91"
"183","3.92"
"184","3.92"
"185","3.94"
"186","3.91"
"187","3.93"
"188","3.93"
"189","3.90"
"190","3.93"
"191","3.92"
"192","3.92"
"193","3.91"
"194","3.90"
"195","3.92"
"196","3.92"
"197","3.85"
"198","3.92"
"199","3.90"
"200","3.93"
"201","3.92"
"202","3.90"
"203","3.92"
"204","3.92"
"205","3.94"
"206","3.93"
"207","3.92"
"208","3.91"
"209","3.92"
"210","3.92"
"211","3.93"
"212","3.90"
"213","3.90"
"214","3.89"
"215","3.89"
"216","3.93"
"217","3.91"
"218","3.90"
"219","3.93"
"220","3.90"
"221","3.88"
"222","3.90"
"223","3.93"
"224","3.92"
"225","3.93"
"226","3.93"
"227","3.92"
"228","3.92"
"229","3.90"
"230","3.85"
"231","3.92"
"232","3.93"
"233","3.94"
"234","3.91"
"235","3.93"
"236","3.92"
"237","3.92"
"238","3.90"
"239","3.91"
"240","3.91"
"241","3.90"
"242","3.92"
"243","3.93"
"244","3.91"
"245","3.84"
"246","3.90"
"247","3.90"
"248","3.89"
"249","3.92"
