"id","avg"
"0","3.92"
"1","3.90"
"2","3.93"
"3","3.92"
"4","3.92"
"5","3.92"
"6","3.89"
"7","3.92"
"8","3.91"
"9","3.90"
"10","3.91"
"11","3.93"
"12","3.91"
"13","3.92"
"14","3.93"
"15","3.93"
"16","3.92"
"17","3.92"
"18","3.92"
"19","3.92"
"20","3.92"
"21","3.91"
"22","3.93"
"23","3.91"
"24","3.92"
"25","3.92"
"26","3.92"
"27","3.92"
"28","3.91"
"29","3.93"
"30","3.91"
"31","3.92"
"32","3.93"
"33","3.93"
"34","3.92"
"35","3.92"
"36","3.92"
"37","3.92"
"38","3.90"
"39","3.91"
"40","3.91"
"41","3.91"
"42","3.91"
"43","3.91"
"44","3.89"
"45","3.92"
"46","3.93"
"47","3.91"
"48","3.91"
"49","3.92"
"50","3.91"
"51","3.92"
"52","3.93"
"53","3.91"
"54","3.92"
"55","3.93"
"56","3.92"
"57","3.92"
"58","3.92"
"59","3.91"
"60","3.91"
"61","3.90"
"62","3.90"
"63","3.93"
"64","3.93"
"65","3.92"
"66","3.91"
"67","3.92"
"68","3.92"
"69","3.92"
"70","3.91"
"71","3.91"
"72","3.92"
"73","3.92"
"74","3.91"
"75","3.90"
"76","3.92"
"77","3.90"
"78","3.92"
"79","3.93"
"80","3.91"
"81","3.93"
"82","3.93"
"83","3.93"
"84","3.92"
"85","3.91"
"86","3.91"
"87","3.92"
"88","3.91"
"89","3.92"
"90","3.90"
"91","3.91"
"92","3.91"
"93","3.91"
"94","3.91"
"95","3.92"
"96","3.92"
"97","3.92"
"98","3.91"
"99","3.93"
"100","3.93"
"101","3.92"
"102","3.92"
"103","3.90"
"104","3.90"
"105","3.92"
"106","3.91"
"107","3.91"
"108","3.91"
"109","3.90"
"110","3.92"
"111","3.91"
"112","3.91"
"113","3.91"
"114","3.91"
"115","3.92"
"116","3.90"
"117","3.92"
"118","3.91"
"119","3.92"
"120","3.92"
"121","3.92"
"122","3.91"
"123","3.91"
"124","3.91"
"125","3.92"
"126","3.91"
"127","3.91"
"128","3.91"
"129","3.92"
"130","3.93"
"131","3.92"
"132","3.92"
"133","3.91"
"134","3.92"
"135","3.93"
"136","3.90"
"137","3.92"
"138","3.93"
"139","3.91"
"140","3.92"
"141","3.92"
"142","3.91"
"143","3.91"
"144","3.91"
"145","3.92"
"146","3.91"
"147","3.92"
"148","3.91"
"149","3.92"
