"id","avg"
"0","0.0003"
"1","0.0003"
"2","0.0002"
"3","0.0003"
"4","0.0004"
"5","0.0003"
"6","0.0002"
"7","0.0002"
"8","0.0002"
"9","0.0002"
"10","0.0002"
"11","0.0003"
"12","0.0002"
"13","0.0003"
"14","0.0004"
"15","0.0002"
"16","0.0002"
"17","0.0002"
"18","0.0002"
"19","0.0002"
"20","0.0002"
"21","0.0003"
"22","0.0002"
"23","0.0002"
"24","0.0003"
"25","0.0002"
"26","0.0002"
"27","0.0003"
"28","0.0002"
"29","0.0003"
"30","0.0002"
"31","0.0004"
"32","0.0003"
"33","0.0002"
"34","0.0002"
"35","0.0002"
"36","0.0003"
"37","0.0003"
"38","0.0002"
"39","0.0005"
"40","0.0003"
"41","0.0002"
"42","0.0002"
"43","0.0002"
"44","0.0002"
"45","0.0002"
"46","0.0002"
"47","0.0003"
"48","0.0002"
"49","0.0003"
