"id","avg"
"0","0.0008"
"1","0.0013"
"2","0.0007"
"3","0.0012"
"4","0.0007"
"5","0.0007"
"6","0.0009"
"7","0.0005"
"8","0.0006"
"9","0.0006"
"10","0.0006"
"11","0.0013"
"12","0.0009"
"13","0.0006"
"14","0.0006"
"15","0.0006"
"16","0.0013"
"17","0.0007"
"18","0.0008"
"19","0.0014"
"20","0.0006"
"21","0.0007"
"22","0.0006"
"23","0.0006"
"24","0.0006"
"25","0.0006"
"26","0.0006"
"27","0.0008"
"28","0.0007"
"29","0.0006"
"30","0.0006"
"31","0.0006"
"32","0.0007"
"33","0.0007"
"34","0.0006"
"35","0.0009"
"36","0.0007"
"37","0.0006"
"38","0.0014"
"39","0.0006"
"40","0.0008"
"41","0.0006"
"42","0.0006"
"43","0.0009"
"44","0.0007"
"45","0.0006"
"46","0.0021"
"47","0.0012"
"48","0.0007"
"49","0.0007"
"50","0.0010"
"51","0.0007"
"52","0.0007"
"53","0.0006"
"54","0.0015"
"55","0.0006"
"56","0.0006"
"57","0.0007"
"58","0.0006"
"59","0.0006"
"60","0.0011"
"61","0.0012"
"62","0.0014"
"63","0.0006"
"64","0.0006"
"65","0.0012"
"66","0.0006"
"67","0.0009"
"68","0.0016"
"69","0.0007"
"70","0.0010"
"71","0.0007"
"72","0.0007"
"73","0.0006"
"74","0.0017"
"75","0.0006"
"76","0.0006"
"77","0.0006"
"78","0.0007"
"79","0.0012"
"80","0.0016"
"81","0.0008"
"82","0.0006"
"83","0.0022"
"84","0.0006"
"85","0.0007"
"86","0.0006"
"87","0.0007"
"88","0.0014"
"89","0.0007"
"90","0.0007"
"91","0.0006"
"92","0.0008"
"93","0.0009"
"94","0.0007"
"95","0.0007"
"96","0.0007"
"97","0.0007"
"98","0.0007"
"99","0.0007"
"100","0.0006"
"101","0.0006"
"102","0.0006"
"103","0.0007"
"104","0.0006"
"105","0.0006"
"106","0.0014"
"107","0.0021"
"108","0.0007"
"109","0.0007"
"110","0.0006"
"111","0.0006"
"112","0.0013"
"113","0.0007"
"114","0.0006"
"115","0.0007"
"116","0.0014"
"117","0.0008"
"118","0.0006"
"119","0.0011"
"120","0.0007"
"121","0.0007"
"122","0.0007"
"123","0.0006"
"124","0.0009"
"125","0.0006"
"126","0.0006"
"127","0.0008"
"128","0.0007"
"129","0.0016"
"130","0.0007"
"131","0.0008"
"132","0.0015"
"133","0.0007"
"134","0.0007"
"135","0.0018"
"136","0.0009"
"137","0.0007"
"138","0.0007"
"139","0.0007"
"140","0.0007"
"141","0.0013"
"142","0.0006"
"143","0.0010"
"144","0.0015"
"145","0.0017"
"146","0.0007"
"147","0.0026"
"148","0.0008"
"149","0.0006"
