"id","avg"
"0","0.0014"
"1","0.0027"
"2","0.0012"
"3","0.0011"
"4","0.0015"
"5","0.0028"
"6","0.0012"
"7","0.0010"
"8","0.0018"
"9","0.0012"
"10","0.0016"
"11","0.0017"
"12","0.0016"
"13","0.0020"
"14","0.0029"
"15","0.0011"
"16","0.0023"
"17","0.0012"
"18","0.0013"
"19","0.0013"
"20","0.0008"
"21","0.0009"
"22","0.0010"
"23","0.0011"
"24","0.0015"
"25","0.0014"
"26","0.0011"
"27","0.0015"
"28","0.0011"
"29","0.0019"
"30","0.0016"
"31","0.0012"
"32","0.0010"
"33","0.0013"
"34","0.0009"
"35","0.0010"
"36","0.0010"
"37","0.0009"
"38","0.0011"
"39","0.0010"
"40","0.0018"
"41","0.0011"
"42","0.0014"
"43","0.0013"
"44","0.0017"
"45","0.0009"
"46","0.0013"
"47","0.0029"
"48","0.0012"
"49","0.0030"
"50","0.0015"
"51","0.0017"
"52","0.0014"
"53","0.0012"
"54","0.0026"
"55","0.0027"
"56","0.0032"
"57","0.0011"
"58","0.0027"
"59","0.0008"
"60","0.0020"
"61","0.0030"
"62","0.0012"
"63","0.0014"
"64","0.0016"
"65","0.0022"
"66","0.0021"
"67","0.0014"
"68","0.0011"
"69","0.0012"
"70","0.0033"
"71","0.0015"
"72","0.0012"
"73","0.0012"
"74","0.0011"
"75","0.0013"
"76","0.0012"
"77","0.0014"
"78","0.0025"
"79","0.0012"
"80","0.0016"
"81","0.0011"
"82","0.0019"
"83","0.0014"
"84","0.0017"
"85","0.0031"
"86","0.0013"
"87","0.0011"
"88","0.0030"
"89","0.0014"
"90","0.0013"
"91","0.0013"
"92","0.0010"
"93","0.0029"
"94","0.0012"
"95","0.0011"
"96","0.0011"
"97","0.0014"
"98","0.0012"
"99","0.0012"
"100","0.0014"
"101","0.0010"
"102","0.0011"
"103","0.0012"
"104","0.0014"
"105","0.0020"
"106","0.0011"
"107","0.0012"
"108","0.0010"
"109","0.0030"
"110","0.0015"
"111","0.0015"
"112","0.0024"
"113","0.0024"
"114","0.0012"
"115","0.0013"
"116","0.0029"
"117","0.0033"
"118","0.0012"
"119","0.0010"
"120","0.0014"
"121","0.0015"
"122","0.0016"
"123","0.0013"
"124","0.0011"
"125","0.0010"
"126","0.0024"
"127","0.0022"
"128","0.0018"
"129","0.0026"
"130","0.0024"
"131","0.0011"
"132","0.0009"
"133","0.0021"
"134","0.0009"
"135","0.0013"
"136","0.0028"
"137","0.0026"
"138","0.0016"
"139","0.0029"
"140","0.0014"
"141","0.0028"
"142","0.0012"
"143","0.0011"
"144","0.0010"
"145","0.0031"
"146","0.0009"
"147","0.0022"
"148","0.0012"
"149","0.0015"
"150","0.0035"
"151","0.0014"
"152","0.0031"
"153","0.0017"
"154","0.0022"
"155","0.0011"
"156","0.0013"
"157","0.0014"
"158","0.0028"
"159","0.0026"
"160","0.0026"
"161","0.0010"
"162","0.0011"
"163","0.0029"
"164","0.0010"
"165","0.0015"
"166","0.0016"
"167","0.0012"
"168","0.0014"
"169","0.0013"
"170","0.0016"
"171","0.0012"
"172","0.0016"
"173","0.0018"
"174","0.0015"
"175","0.0011"
"176","0.0016"
"177","0.0027"
"178","0.0019"
"179","0.0009"
"180","0.0012"
"181","0.0012"
"182","0.0017"
"183","0.0012"
"184","0.0012"
"185","0.0012"
"186","0.0012"
"187","0.0012"
"188","0.0036"
"189","0.0021"
"190","0.0012"
"191","0.0028"
"192","0.0010"
"193","0.0013"
"194","0.0014"
"195","0.0020"
"196","0.0014"
"197","0.0013"
"198","0.0012"
"199","0.0019"
"200","0.0013"
"201","0.0013"
"202","0.0028"
"203","0.0020"
"204","0.0012"
"205","0.0016"
"206","0.0029"
"207","0.0018"
"208","0.0013"
"209","0.0028"
"210","0.0012"
"211","0.0027"
"212","0.0010"
"213","0.0019"
"214","0.0011"
"215","0.0030"
"216","0.0022"
"217","0.0014"
"218","0.0012"
"219","0.0012"
"220","0.0011"
"221","0.0027"
"222","0.0011"
"223","0.0011"
"224","0.0010"
"225","0.0017"
"226","0.0013"
"227","0.0028"
"228","0.0011"
"229","0.0027"
"230","0.0011"
"231","0.0025"
"232","0.0011"
"233","0.0027"
"234","0.0011"
"235","0.0025"
"236","0.0013"
"237","0.0017"
"238","0.0021"
"239","0.0012"
"240","0.0024"
"241","0.0013"
"242","0.0010"
"243","0.0010"
"244","0.0019"
"245","0.0013"
"246","0.0014"
"247","0.0014"
"248","0.0015"
"249","0.0027"
