"id","avg"
"0","0.00"
"1","-1.00"
"2","0.00"
"3","0.00"
"4","0.00"
"5","-1.00"
"6","0.00"
"7","-1.00"
"8","0.00"
"9","-1.00"
"10","0.01"
"11","-1.00"
"12","0.00"
"13","-1.00"
"14","0.01"
"15","-1.00"
"16","0.00"
"17","0.02"
"18","0.01"
"19","-1.00"
"20","0.01"
"21","-1.00"
"22","0.02"
"23","-1.00"
"24","0.02"
"25","-1.00"
"26","0.01"
"27","-1.00"
"28","0.01"
"29","-1.00"
"30","0.01"
"31","0.00"
"32","0.01"
"33","-1.00"
"34","0.02"
"35","-1.00"
"36","0.01"
"37","-1.00"
"38","0.00"
"39","-1.00"
"40","0.01"
"41","-1.00"
"42","0.01"
"43","-1.00"
"44","0.01"
"45","-1.00"
"46","0.01"
"47","-1.00"
"48","0.01"
"49","0.00"
"50","0.01"
"51","0.15"
"52","0.00"
"53","0.00"
"54","0.00"
"55","0.00"
"56","0.01"
"57","0.00"
"58","0.01"
"59","0.00"
"60","-1.00"
"61","0.01"
"62","-1.00"
"63","0.01"
"64","-1.00"
"65","0.01"
"66","-1.00"
"67","0.02"
"68","-1.00"
"69","0.01"
"70","-1.00"
"71","0.01"
"72","-1.00"
"73","0.01"
"74","-1.00"
"75","0.00"
"76","-1.00"
"77","0.01"
"78","-1.00"
"79","0.01"
"80","-1.00"
"81","0.01"
"82","0.00"
"83","0.01"
"84","-1.00"
"85","0.00"
"86","-1.00"
"87","0.00"
"88","-1.00"
"89","0.01"
"90","-1.00"
"91","0.01"
"92","0.00"
"93","0.00"
"94","0.00"
"95","0.01"
"96","0.00"
"97","0.01"
"98","-1.00"
"99","0.01"
"100","-1.00"
"101","0.01"
"102","-1.00"
"103","0.01"
"104","0.00"
"105","0.00"
"106","0.00"
"107","0.00"
"108","0.00"
"109","0.00"
"110","0.01"
"111","0.00"
"112","0.00"
"113","0.00"
"114","0.00"
"115","0.00"
"116","0.00"
"117","0.01"
"118","0.01"
"119","0.03"
"120","0.00"
"121","0.02"
"122","0.00"
"123","0.00"
"124","0.00"
"125","0.00"
"126","0.00"
"127","0.00"
"128","0.00"
"129","0.00"
"130","-1.00"
"131","0.01"
"132","0.00"
"133","0.00"
"134","-1.00"
"135","0.01"
"136","-1.00"
"137","0.01"
"138","-1.00"
"139","0.00"
"140","0.00"
"141","0.01"
"142","-1.00"
"143","0.01"
"144","0.00"
"145","0.01"
"146","-1.00"
"147","0.01"
"148","-1.00"
"149","0.00"
"150","0.00"
"151","0.01"
"152","-1.00"
"153","0.00"
"154","-1.00"
"155","0.01"
"156","-1.00"
"157","0.01"
"158","-1.00"
"159","0.02"
"160","-1.00"
"161","0.00"
"162","0.00"
"163","0.01"
"164","0.00"
"165","0.00"
"166","0.01"
"167","0.00"
"168","0.00"
"169","0.00"
"170","0.01"
"171","0.00"
"172","0.00"
"173","0.00"
"174","0.01"
"175","0.00"
"176","0.00"
"177","0.00"
"178","0.00"
"179","-1.00"
"180","0.01"
"181","0.00"
"182","0.01"
"183","-1.00"
"184","0.00"
"185","0.01"
"186","0.00"
"187","-1.00"
"188","0.00"
"189","0.00"
"190","0.01"
"191","-1.00"
"192","0.01"
"193","-1.00"
"194","0.01"
"195","-1.00"
"196","0.01"
"197","-1.00"
"198","0.01"
"199","-1.00"
"200","0.00"
"201","0.00"
"202","0.01"
"203","-1.00"
"204","0.01"
"205","-1.00"
"206","0.01"
"207","-1.00"
"208","0.00"
"209","0.00"
"210","0.01"
"211","-1.00"
"212","0.01"
"213","-1.00"
"214","0.00"
"215","0.00"
"216","0.00"
"217","-1.00"
"218","0.01"
"219","-1.00"
"220","0.01"
"221","-1.00"
"222","0.00"
"223","0.00"
"224","0.00"
"225","0.00"
"226","0.01"
"227","0.00"
"228","0.00"
"229","0.00"
"230","0.00"
"231","0.00"
"232","0.00"
"233","0.00"
"234","0.00"
"235","0.00"
"236","0.01"
"237","0.00"
"238","0.01"
"239","0.00"
"240","0.01"
"241","0.00"
"242","0.01"
"243","0.00"
"244","0.01"
"245","0.00"
"246","0.00"
"247","0.00"
"248","0.00"
"249","0.00"
