"id","avg"
"0","0.00"
"1","0.02"
"2","0.01"
"3","0.00"
"4","0.01"
"5","0.00"
"6","0.01"
"7","0.00"
"8","0.02"
"9","0.00"
"10","0.02"
"11","0.02"
"12","0.00"
"13","0.02"
"14","0.00"
"15","0.02"
"16","0.00"
"17","0.02"
"18","0.00"
"19","0.01"
"20","0.00"
"21","0.01"
"22","0.00"
"23","0.02"
"24","0.00"
"25","0.02"
"26","0.00"
"27","0.02"
"28","0.00"
"29","0.01"
"30","0.00"
"31","0.01"
"32","0.00"
"33","0.01"
"34","0.00"
"35","0.02"
"36","0.00"
"37","0.01"
"38","0.00"
"39","0.01"
"40","0.00"
"41","0.01"
"42","0.00"
"43","0.01"
"44","0.00"
"45","0.02"
"46","0.00"
"47","0.01"
"48","0.00"
"49","0.01"
"50","0.00"
"51","0.01"
"52","0.00"
"53","0.03"
"54","0.00"
"55","0.01"
"56","0.00"
"57","0.03"
"58","0.00"
"59","0.02"
"60","0.00"
"61","0.02"
"62","0.00"
"63","0.02"
"64","0.00"
"65","0.03"
"66","0.00"
"67","0.01"
"68","0.00"
"69","0.02"
"70","0.00"
"71","0.02"
"72","0.00"
"73","0.02"
"74","0.00"
"75","0.03"
"76","0.00"
"77","0.02"
"78","0.00"
"79","0.03"
"80","0.02"
"81","0.02"
"82","0.00"
"83","0.03"
"84","0.00"
"85","0.02"
"86","0.00"
"87","0.02"
"88","0.00"
"89","0.02"
"90","0.00"
"91","0.02"
"92","0.00"
"93","0.01"
"94","0.52"
"95","0.03"
"96","0.00"
"97","0.02"
"98","0.00"
"99","0.01"
"100","0.00"
"101","0.03"
"102","0.00"
"103","0.01"
"104","0.00"
"105","0.01"
"106","0.00"
"107","0.03"
"108","0.00"
"109","0.02"
"110","0.00"
"111","0.02"
"112","0.00"
"113","0.02"
"114","0.00"
"115","0.01"
"116","0.00"
"117","0.01"
"118","0.00"
"119","0.02"
"120","0.00"
"121","0.01"
"122","0.00"
"123","0.01"
"124","0.00"
"125","0.02"
"126","0.00"
"127","0.02"
"128","0.00"
"129","0.02"
"130","0.00"
"131","0.01"
"132","0.00"
"133","0.02"
"134","0.00"
"135","0.02"
"136","0.00"
"137","0.02"
"138","0.00"
"139","0.01"
"140","0.00"
"141","0.02"
"142","0.00"
"143","0.02"
"144","0.00"
"145","0.03"
"146","0.00"
"147","0.02"
"148","0.00"
"149","0.02"
"150","0.00"
"151","0.00"
"152","0.00"
"153","0.02"
"154","0.00"
"155","0.02"
"156","0.00"
"157","0.02"
"158","0.00"
"159","0.01"
"160","0.00"
"161","0.01"
"162","0.00"
"163","0.01"
"164","0.00"
"165","0.02"
"166","0.00"
"167","0.02"
"168","0.00"
"169","0.01"
"170","0.00"
"171","0.01"
"172","0.00"
"173","0.00"
"174","0.00"
"175","0.00"
"176","0.00"
"177","0.02"
"178","0.00"
"179","0.02"
"180","0.00"
"181","0.01"
"182","0.00"
"183","0.01"
"184","0.00"
"185","0.01"
"186","0.00"
"187","0.01"
"188","0.00"
"189","0.00"
"190","0.00"
"191","0.01"
"192","0.00"
"193","0.01"
"194","0.00"
"195","0.01"
"196","0.00"
"197","0.01"
"198","0.00"
"199","0.01"
"200","0.00"
"201","0.02"
"202","0.00"
"203","0.01"
"204","0.00"
"205","0.02"
"206","0.00"
"207","0.01"
"208","0.00"
"209","0.01"
"210","0.00"
"211","0.02"
"212","0.00"
"213","0.02"
"214","0.00"
"215","0.02"
"216","0.00"
"217","0.01"
"218","0.00"
"219","0.02"
"220","0.00"
"221","0.02"
"222","0.00"
"223","0.02"
"224","0.00"
"225","0.01"
"226","0.00"
"227","0.01"
"228","0.00"
"229","0.02"
"230","0.00"
"231","0.01"
"232","0.00"
"233","0.02"
"234","0.00"
"235","0.01"
"236","0.00"
"237","0.01"
"238","0.00"
"239","0.01"
"240","0.00"
"241","0.02"
"242","0.00"
"243","0.02"
"244","0.00"
"245","0.01"
"246","0.00"
"247","0.01"
"248","0.00"
"249","0.01"
"250","0.00"
"251","0.01"
"252","0.00"
"253","0.01"
"254","0.00"
"255","0.01"
"256","0.00"
"257","0.01"
"258","0.00"
"259","0.02"
"260","0.00"
"261","0.02"
"262","0.00"
"263","0.03"
"264","0.00"
"265","0.01"
"266","0.00"
"267","0.01"
"268","0.65"
"269","0.01"
"270","0.00"
"271","0.01"
"272","0.00"
"273","0.01"
"274","0.00"
"275","0.01"
"276","0.00"
"277","0.01"
"278","0.00"
"279","0.02"
"280","0.04"
"281","0.01"
"282","0.00"
"283","0.02"
"284","0.00"
"285","0.01"
"286","0.00"
"287","0.01"
"288","0.00"
"289","0.01"
"290","0.00"
"291","0.01"
"292","0.00"
"293","0.01"
"294","0.00"
"295","0.01"
"296","0.00"
"297","0.01"
"298","0.00"
"299","0.02"
"300","0.00"
"301","0.01"
"302","0.00"
"303","0.02"
"304","0.00"
"305","0.02"
"306","0.00"
"307","0.01"
"308","0.00"
"309","0.02"
"310","0.00"
"311","0.01"
"312","0.00"
"313","0.01"
"314","0.00"
"315","0.02"
"316","0.00"
"317","0.02"
"318","0.00"
"319","0.01"
"320","0.00"
"321","0.01"
"322","0.00"
"323","0.02"
"324","0.00"
"325","0.01"
"326","0.00"
"327","0.01"
"328","0.00"
"329","0.01"
"330","0.00"
"331","0.01"
"332","0.00"
"333","0.02"
"334","0.00"
"335","0.01"
"336","0.00"
"337","0.01"
"338","0.00"
"339","0.01"
"340","0.00"
"341","0.01"
"342","0.00"
"343","0.01"
"344","0.00"
"345","0.02"
"346","0.01"
"347","0.01"
"348","0.01"
"349","0.02"
"350","0.01"
"351","0.01"
"352","0.01"
"353","0.00"
"354","0.01"
"355","0.00"
"356","0.02"
"357","0.00"
"358","0.01"
"359","0.00"
"360","0.01"
"361","0.00"
"362","0.01"
"363","0.00"
"364","0.01"
"365","0.00"
"366","0.01"
"367","0.00"
"368","0.01"
"369","0.00"
"370","0.01"
"371","0.00"
"372","0.01"
"373","0.00"
"374","0.01"
"375","0.00"
"376","0.01"
"377","0.00"
"378","0.01"
"379","0.00"
"380","0.01"
"381","0.00"
"382","0.01"
"383","0.00"
"384","0.01"
"385","0.00"
"386","0.01"
"387","0.00"
"388","0.01"
"389","0.00"
"390","0.01"
"391","0.00"
"392","0.01"
"393","0.00"
"394","0.01"
"395","0.00"
"396","0.01"
"397","0.00"
"398","0.01"
"399","0.00"
"400","0.01"
"401","0.00"
"402","0.01"
"403","0.00"
"404","0.01"
"405","0.02"
"406","0.00"
"407","0.01"
"408","0.00"
"409","0.02"
"410","0.00"
"411","0.01"
"412","0.00"
"413","0.01"
"414","0.00"
"415","0.00"
"416","0.00"
"417","0.01"
"418","0.00"
"419","0.01"
"420","0.00"
"421","0.01"
"422","0.00"
"423","0.00"
"424","0.00"
"425","0.00"
"426","0.00"
"427","0.01"
"428","0.00"
"429","0.01"
"430","0.00"
"431","0.00"
"432","0.00"
"433","0.00"
"434","0.00"
"435","0.00"
"436","0.00"
"437","0.00"
"438","0.00"
"439","0.01"
"440","0.00"
"441","0.00"
"442","0.00"
"443","0.01"
"444","0.00"
"445","0.00"
"446","0.00"
"447","0.02"
"448","0.00"
"449","0.01"
"450","0.00"
"451","0.01"
"452","0.00"
"453","0.01"
"454","0.00"
"455","0.01"
"456","0.00"
"457","0.00"
"458","0.00"
"459","0.01"
"460","0.00"
"461","0.00"
"462","0.00"
"463","0.01"
"464","0.00"
"465","0.01"
"466","0.00"
"467","0.01"
"468","0.00"
"469","0.01"
"470","0.00"
"471","0.01"
"472","0.00"
"473","0.01"
"474","0.00"
"475","0.00"
"476","0.00"
"477","0.01"
"478","0.00"
"479","0.01"
"480","0.00"
"481","0.00"
"482","0.02"
"483","0.01"
"484","0.00"
"485","0.01"
"486","0.00"
"487","0.01"
"488","0.00"
"489","0.01"
"490","0.00"
"491","0.01"
"492","0.00"
"493","0.01"
"494","0.00"
"495","0.01"
"496","0.00"
"497","0.00"
"498","0.00"
"499","0.00"
