"0","3.95"
"1","3.96"
"2","3.96"
"3","3.96"
"4","3.96"
"5","3.92"
"6","3.96"
"7","3.93"
"8","3.96"
"9","3.96"
"10","3.96"
"11","3.96"
"12","3.95"
"13","3.96"
"14","3.95"
"15","3.96"
"16","3.96"
"17","3.92"
"18","3.96"
"19","3.96"
"20","3.95"
"21","3.95"
"22","3.96"
"23","3.96"
"24","3.95"
"25","3.92"
"26","3.91"
"27","3.96"
"28","3.96"
"29","3.96"
"30","3.96"
"31","3.96"
"32","3.96"
"33","3.91"
"34","3.95"
"35","3.91"
"36","3.96"
"37","3.95"
"38","3.96"
"39","3.95"
"40","3.95"
"41","3.95"
"42","3.95"
"43","3.96"
"44","3.96"
"45","3.96"
"46","3.95"
"47","3.91"
"48","3.96"
"49","3.95"
"50","3.95"
"51","3.95"
"52","3.95"
"53","3.96"
"54","3.96"
"55","3.95"
"56","3.95"
"57","3.96"
"58","3.93"
"59","3.96"
"60","3.96"
"61","3.91"
"62","3.96"
"63","3.96"
"64","3.91"
"65","3.96"
"66","3.93"
"67","3.96"
"68","3.95"
"69","3.95"
"70","3.95"
"71","3.96"
"72","3.96"
"73","3.96"
"74","3.96"
"75","3.96"
"76","3.91"
"77","3.96"
"78","3.95"
"79","3.95"
"80","3.92"
"81","3.96"
"82","3.97"
"83","3.96"
"84","3.96"
"85","3.94"
"86","3.96"
"87","3.92"
"88","3.96"
"89","3.96"
"90","3.95"
"91","3.95"
"92","3.95"
"93","3.96"
"94","3.96"
"95","3.95"
"96","3.96"
"97","3.95"
"98","3.96"
"99","3.95"
"100","3.95"
"101","3.96"
"102","3.95"
"103","3.96"
"104","3.96"
"105","3.95"
"106","3.96"
"107","3.96"
"108","3.91"
"109","3.96"
"110","3.96"
"111","3.92"
"112","3.95"
"113","3.96"
"114","3.96"
"115","3.91"
"116","3.96"
"117","3.96"
"118","3.91"
"119","3.91"
"120","3.95"
"121","3.96"
"122","3.95"
"123","3.95"
"124","3.95"
"125","3.95"
"126","3.96"
"127","3.95"
"128","3.96"
"129","3.95"
"130","3.95"
"131","3.91"
"132","3.91"
"133","3.96"
"134","3.95"
"135","3.91"
"136","3.91"
"137","3.95"
"138","3.96"
"139","3.91"
"140","3.96"
"141","3.95"
"142","3.91"
"143","3.96"
"144","3.91"
"145","3.95"
"146","3.95"
"147","3.95"
"148","3.95"
"149","3.95"
"150","3.95"
"151","3.96"
"152","3.95"
"153","3.91"
"154","3.95"
"155","3.96"
"156","3.95"
"157","3.95"
"158","3.96"
"159","3.95"
"160","3.96"
"161","3.96"
"162","3.95"
"163","3.91"
"164","3.95"
"165","3.95"
"166","3.91"
"167","3.95"
"168","3.91"
"169","3.96"
"170","3.96"
"171","3.95"
"172","3.94"
"173","3.95"
"174","3.96"
"175","3.96"
"176","3.95"
"177","3.95"
"178","3.95"
"179","3.95"
"180","3.95"
"181","3.96"
"182","3.96"
"183","3.90"
"184","3.96"
"185","3.95"
"186","3.95"
"187","3.95"
"188","3.94"
"189","3.95"
"190","3.92"
"191","3.95"
"192","3.96"
"193","3.95"
"194","3.96"
"195","3.96"
"196","3.91"
"197","3.95"
"198","3.95"
"199","3.95"
"200","3.95"
"201","3.95"
"202","3.94"
"203","3.95"
"204","3.95"
"205","3.95"
"206","3.91"
"207","3.95"
"208","3.96"
"209","3.95"
"210","3.96"
"211","3.96"
"212","3.96"
"213","3.91"
"214","3.94"
"215","3.96"
"216","3.95"
"217","3.95"
"218","3.96"
"219","3.94"
"220","3.91"
"221","3.95"
"222","3.96"
"223","3.94"
"224","3.95"
"225","3.95"
"226","3.95"
"227","3.95"
"228","3.96"
"229","3.96"
"230","3.94"
"231","3.96"
"232","3.95"
"233","3.95"
"234","3.95"
"235","3.91"
"236","3.96"
"237","3.95"
"238","3.95"
"239","3.96"
"240","3.95"
"241","3.95"
"242","3.91"
"243","3.95"
"244","3.95"
"245","3.95"
"246","3.95"
"247","3.94"
"248","3.95"
"249","3.96"
