"id","avg"
"0","0.0009"
"1","0.0014"
"2","0.0008"
"3","0.0018"
"4","0.0012"
"5","0.0007"
"6","0.0007"
"7","0.0008"
"8","0.0012"
"9","0.0008"
"10","0.0010"
"11","0.0014"
"12","0.0008"
"13","0.0008"
"14","0.0009"
"15","0.0008"
"16","0.0008"
"17","0.0022"
"18","0.0009"
"19","0.0008"
"20","0.0008"
"21","0.0008"
"22","0.0012"
"23","0.0007"
"24","0.0008"
"25","0.0008"
"26","0.0009"
"27","0.0009"
"28","0.0008"
"29","0.0009"
"30","0.0008"
"31","0.0010"
"32","0.0013"
"33","0.0008"
"34","0.0008"
"35","0.0007"
"36","0.0010"
"37","0.0009"
"38","0.0010"
"39","0.0011"
"40","0.0007"
"41","0.0010"
"42","0.0008"
"43","0.0011"
"44","0.0008"
"45","0.0010"
"46","0.0013"
"47","0.0009"
"48","0.0008"
"49","0.0017"
"50","0.0023"
"51","0.0008"
"52","0.0012"
"53","0.0009"
"54","0.0011"
"55","0.0009"
"56","0.0007"
"57","0.0026"
"58","0.0024"
"59","0.0008"
"60","0.0025"
"61","0.0009"
"62","0.0012"
"63","0.0012"
"64","0.0008"
"65","0.0014"
"66","0.0009"
"67","0.0008"
"68","0.0008"
"69","0.0010"
"70","0.0009"
"71","0.0008"
"72","0.0010"
"73","0.0008"
"74","0.0013"
"75","0.0008"
"76","0.0009"
"77","0.0009"
"78","0.0026"
"79","0.0010"
"80","0.0009"
"81","0.0011"
"82","0.0009"
"83","0.0019"
"84","0.0008"
"85","0.0024"
"86","0.0019"
"87","0.0014"
"88","0.0010"
"89","0.0008"
"90","0.0025"
"91","0.0019"
"92","0.0008"
"93","0.0010"
"94","0.0015"
"95","0.0008"
"96","0.0018"
"97","0.0016"
"98","0.0012"
"99","0.0011"
"100","0.0014"
"101","0.0012"
"102","0.0012"
"103","0.0017"
"104","0.0017"
"105","0.0009"
"106","0.0017"
"107","0.0011"
"108","0.0024"
"109","0.0019"
"110","0.0009"
"111","0.0026"
"112","0.0010"
"113","0.0014"
"114","0.0013"
"115","0.0009"
"116","0.0008"
"117","0.0009"
"118","0.0009"
"119","0.0015"
"120","0.0009"
"121","0.0011"
"122","0.0009"
"123","0.0013"
"124","0.0009"
"125","0.0010"
"126","0.0020"
"127","0.0010"
"128","0.0021"
"129","0.0008"
"130","0.0009"
"131","0.0011"
"132","0.0009"
"133","0.0009"
"134","0.0024"
"135","0.0011"
"136","0.0014"
"137","0.0024"
"138","0.0011"
"139","0.0019"
"140","0.0012"
"141","0.0010"
"142","0.0008"
"143","0.0009"
"144","0.0010"
"145","0.0022"
"146","0.0007"
"147","0.0008"
"148","0.0026"
"149","0.0012"
"150","0.0011"
"151","0.0012"
"152","0.0009"
"153","0.0021"
"154","0.0015"
"155","0.0011"
"156","0.0010"
"157","0.0009"
"158","0.0010"
"159","0.0008"
"160","0.0011"
"161","0.0009"
"162","0.0021"
"163","0.0010"
"164","0.0012"
"165","0.0008"
"166","0.0012"
"167","0.0012"
"168","0.0010"
"169","0.0009"
"170","0.0008"
"171","0.0010"
"172","0.0010"
"173","0.0009"
"174","0.0012"
"175","0.0009"
"176","0.0009"
"177","0.0010"
"178","0.0008"
"179","0.0011"
"180","0.0008"
"181","0.0008"
"182","0.0009"
"183","0.0010"
"184","0.0008"
"185","0.0009"
"186","0.0010"
"187","0.0010"
"188","0.0011"
"189","0.0008"
"190","0.0023"
"191","0.0007"
"192","0.0010"
"193","0.0019"
"194","0.0010"
"195","0.0012"
"196","0.0024"
"197","0.0009"
"198","0.0010"
"199","0.0025"
"200","0.0009"
"201","0.0021"
"202","0.0010"
"203","0.0009"
"204","0.0010"
"205","0.0010"
"206","0.0012"
"207","0.0011"
"208","0.0020"
"209","0.0023"
"210","0.0008"
"211","0.0010"
"212","0.0008"
"213","0.0010"
"214","0.0011"
"215","0.0011"
"216","0.0011"
"217","0.0016"
"218","0.0024"
"219","0.0016"
"220","0.0027"
"221","0.0010"
"222","0.0027"
"223","0.0016"
"224","0.0011"
"225","0.0009"
"226","0.0014"
"227","0.0009"
"228","0.0025"
"229","0.0014"
"230","0.0017"
"231","0.0012"
"232","0.0013"
"233","0.0009"
"234","0.0019"
"235","0.0024"
"236","0.0010"
"237","0.0013"
"238","0.0011"
"239","0.0011"
"240","0.0012"
"241","0.0008"
"242","0.0008"
"243","0.0018"
"244","0.0010"
"245","0.0013"
"246","0.0011"
"247","0.0014"
"248","0.0010"
"249","0.0026"
